学生番号【ダミー】,年度,Q01_所属学部,Q01_所属学部_ラベル,Q02_学年,Q03_履修科目数,Q04_授業時間外学習時間,Q04_授業時間外学習時間_ラベル,Q05_授業の理解度,Q05_授業の理解度_ラベル,Q06_授業の満足度,Q06_授業の満足度_ラベル,Q07_課題が多い,Q07_課題が多い_ラベル,Q08_あなたの学生生活は充実していますか,Q08_あなたの学生生活は充実していますか_ラベル,Q09_教員とのコミュニケーション,Q09_教員とのコミュニケーション_ラベル,Q10_他の学生とのコミュニケーション,Q10_他の学生とのコミュニケーション_ラベル,Q11_図書館の設備,Q11_図書館の設備_ラベル,Q12_学内のICT環境について,Q12_学内のICT環境について_ラベル,GPA,TOEIC
"19A053",2020.000,3,"保健学部","2年生",7,4,"3-5 時間",4,"よく理解できた",4,"満足",4,"ややそう思う",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",5,"とても満足",4,"満足",2.750,254.000
"19A054",2020.000,3,"保健学部","2年生",11,5,"6-10 時間",3,"どちらでもない",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",2,"あまりうまくいかなかった",4,"満足",5,"とても満足",2.090,595.000
"19A055",2020.000,2,"商学部","2年生",5,4,"3-5 時間",1,"まったく理解できなかった",1,"とても不満",2,"あまりそう思わない",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",3,"どちらでもない",2.850,713.000
"19A056",2020.000,3,"保健学部","2年生",12,7,"16-20 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",4,"満足",3.270,731.000
"19A057",2020.000,2,"商学部","2年生",12,7,"16-20 時間",4,"よく理解できた",2,"不満",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",2,"あまりうまくいかなかった",2,"不満",5,"とても満足",3.030,475.000
"19A058",2020.000,2,"商学部","2年生",12,7,"16-20 時間",4,"よく理解できた",5,"とても満足",3,"どちらでもない",3,"まあまあ充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",5,"とても満足",0.500,290.000
"19A059",2020.000,3,"保健学部","2年生",9,7,"16-20 時間",3,"どちらでもない",4,"満足",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",4,"満足",2.580,256.000
"19A060",2020.000,1,"文学部","2年生",8,7,"16-20 時間",4,"よく理解できた",4,"満足",4,"ややそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",4,"とてもうまくいった",4,"満足",3,"どちらでもない",3.420,515.000
"19A061",2020.000,3,"保健学部","2年生",7,5,"6-10 時間",3,"どちらでもない",2,"不満",4,"ややそう思う",4,"充実している",2,"あまりうまくいかなかった",4,"とてもうまくいった",1,"とても不満",2,"不満",2.610,404.000
"19A062",2020.000,2,"商学部","2年生",10,6,"11-15 時間",1,"まったく理解できなかった",3,"どちらでもない",4,"ややそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",5,"とても満足",3.880,552.000
"19A063",2020.000,2,"商学部","2年生",10,7,"16-20 時間",2,"あまり理解できなかった",4,"満足",4,"ややそう思う",4,"充実している",4,"とてもうまくいった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",2.080,507.000
"19A064",2020.000,1,"文学部","2年生",6,6,"11-15 時間",5,"大変よく理解できた",5,"とても満足",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",3,"いくらかうまくいった",2,"不満",4,"満足",3.100,384.000
"19A065",2020.000,2,"商学部","2年生",4,3,"1-2 時間",5,"大変よく理解できた",5,"とても満足",1,"まったくそう思わない",3,"まあまあ充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",3.290,625.000
"19A066",2020.000,1,"文学部","2年生",8,6,"11-15 時間",3,"どちらでもない",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",4,"とてもうまくいった",4,"満足",4,"満足",0.730,301.000
"19A067",2020.000,3,"保健学部","2年生",14,8,"20 時間以上",3,"どちらでもない",3,"どちらでもない",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",3,"どちらでもない",2.360,663.000
"19A068",2020.000,2,"商学部","2年生",9,4,"3-5 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",1,"充実していない",4,"とてもうまくいった",3,"いくらかうまくいった",1,"とても不満",1,"とても不満",3.340,624.000
"19A069",2020.000,1,"文学部","2年生",10,3,"1-2 時間",3,"どちらでもない",5,"とても満足",4,"ややそう思う",2,"あまり充実していない",3,"いくらかうまくいった",3,"いくらかうまくいった",3,"どちらでもない",2,"不満",3.210,526.000
"19A070",2020.000,2,"商学部","2年生",11,3,"1-2 時間",4,"よく理解できた",4,"満足",4,"ややそう思う",4,"充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",2.480,425.000
"19A071",2020.000,2,"商学部","2年生",9,5,"6-10 時間",2,"あまり理解できなかった",3,"どちらでもない",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",1,"まったくうまくいかなかった",3,"どちらでもない",2,"不満",3.060,893.000
"19A072",2020.000,3,"保健学部","2年生",7,4,"3-5 時間",2,"あまり理解できなかった",3,"どちらでもない",3,"どちらでもない",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",3,"どちらでもない",2.090,327.000
"19A073",2020.000,1,"文学部","2年生",9,3,"1-2 時間",4,"よく理解できた",3,"どちらでもない",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",3.560,555.000
"19A074",2020.000,2,"商学部","2年生",8,5,"6-10 時間",1,"まったく理解できなかった",4,"満足",3,"どちらでもない",2,"あまり充実していない",3,"いくらかうまくいった",4,"とてもうまくいった",4,"満足",4,"満足",2.110,794.000
"19A075",2020.000,3,"保健学部","2年生",7,5,"6-10 時間",5,"大変よく理解できた",3,"どちらでもない",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",4,"とてもうまくいった",3,"どちらでもない",1,"とても不満",2.130,396.000
"19A076",2020.000,1,"文学部","2年生",9,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",5,"とてもそう思う",4,"充実している",4,"とてもうまくいった",2,"あまりうまくいかなかった",1,"とても不満",2,"不満",3.340,498.000
"19A077",2020.000,1,"文学部","2年生",8,5,"6-10 時間",4,"よく理解できた",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",3,"いくらかうまくいった",1,"まったくうまくいかなかった",2,"不満",3,"どちらでもない",2.190,525.000
"19A078",2020.000,2,"商学部","2年生",7,7,"16-20 時間",3,"どちらでもない",3,"どちらでもない",4,"ややそう思う",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",4,"満足",1.940,342.000
"19A079",2020.000,3,"保健学部","2年生",4,5,"6-10 時間",2,"あまり理解できなかった",4,"満足",1,"まったくそう思わない",3,"まあまあ充実している",3,"いくらかうまくいった",2,"あまりうまくいかなかった",4,"満足",5,"とても満足",3.640,543.000
"19A080",2020.000,2,"商学部","2年生",12,4,"3-5 時間",4,"よく理解できた",5,"とても満足",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",5,"とても満足",2.840,352.000
"19A081",2020.000,3,"保健学部","2年生",11,6,"11-15 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",3,"いくらかうまくいった",4,"とてもうまくいった",3,"どちらでもない",5,"とても満足",1.970,221.000
"19A082",2020.000,1,"文学部","2年生",10,7,"16-20 時間",1,"まったく理解できなかった",1,"とても不満",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",3,"どちらでもない",2.880,408.000
"19A083",2020.000,2,"商学部","2年生",7,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",5,"とてもそう思う",1,"充実していない",4,"とてもうまくいった",4,"とてもうまくいった",1,"とても不満",3,"どちらでもない",3.150,611.000
"19A084",2020.000,2,"商学部","2年生",10,6,"11-15 時間",3,"どちらでもない",3,"どちらでもない",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",2,"不満",3.440,678.000
"19A085",2020.000,3,"保健学部","2年生",9,5,"6-10 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",2.450,399.000
"19A086",2020.000,2,"商学部","2年生",14,7,"16-20 時間",5,"大変よく理解できた",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",4,"満足",4,"満足",3.100,467.000
"19A087",2020.000,3,"保健学部","2年生",6,6,"11-15 時間",3,"どちらでもない",4,"満足",4,"ややそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",1,"とても不満",2.870,415.000
"19A088",2020.000,3,"保健学部","2年生",10,8,"20 時間以上",4,"よく理解できた",5,"とても満足",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",2,"あまりうまくいかなかった",2,"不満",4,"満足",3.610,685.000
"19A089",2020.000,1,"文学部","2年生",10,7,"16-20 時間",1,"まったく理解できなかった",2,"不満",5,"とてもそう思う",4,"充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",2,"不満",1.620,533.000
"19A090",2020.000,2,"商学部","2年生",9,8,"20 時間以上",2,"あまり理解できなかった",3,"どちらでもない",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",3,"どちらでもない",2.980,699.000
"19A091",2020.000,3,"保健学部","2年生",8,4,"3-5 時間",3,"どちらでもない",4,"満足",3,"どちらでもない",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",4,"満足",2.540,585.000
"19A092",2020.000,1,"文学部","2年生",7,5,"6-10 時間",3,"どちらでもない",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",5,"とても満足",3.510,831.000
"19A093",2020.000,2,"商学部","2年生",5,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",3,"どちらでもない",3,"まあまあ充実している",3,"いくらかうまくいった",3,"いくらかうまくいった",2,"不満",3,"どちらでもない",2.590,361.000
"19A094",2020.000,2,"商学部","2年生",13,8,"20 時間以上",3,"どちらでもない",1,"とても不満",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",4,"満足",3.630,634.000
"19A095",2020.000,3,"保健学部","2年生",11,6,"11-15 時間",4,"よく理解できた",2,"不満",3,"どちらでもない",3,"まあまあ充実している",3,"いくらかうまくいった",2,"あまりうまくいかなかった",2,"不満",5,"とても満足",2.960,834.000
